usd_pledged
19.08
980.0
139739.4
1722.0
2865.0
20.0
70005.23
73.95
328.0
6549.0
1075.0
5312.0
25360.0
76.86
72432.57
167.0
19381.31
523.54
719.0
3111.0
49410.0
422.0
1639.66
14.18
0.0
14285.44
0.0
756.0
104491.16
24534.39
550.0
1997.72
24676.01
12047.55
5661.0
6418.97
410.53
23191.79
5598.0
2405.0
577.0
6568.0
316.49
90.77
92.77
1247.41
4911.0
1827.01
20.0
24.5
139.57
56.0
10.0
63.7
455.12
72.47
11.14
2.0
8261.33
296.0
16.0
8931.08
37622.25
11427.93
1085.0
384.7
400.0
47.57
61567.61
8210.0
1665.0
2323.0
13833.03
39748.01
88319.78
17676.15
55.0
550.2
10.0
7204.55
11200.56
5486.51
15.29
19223.21
31.79
4073.64
2657.0
1633.0
193.56
240.0
1420.83
65.0
1786.8
18584.17
63145.77
1884.0
1469.29
13981.42
0.0
3587.0
47710.5
432401.86
465.52
23.28
412.55
2423.0
7306.0
2452.0
3143.46
575.0
120.0
98.2
40.0
3193.02
2.32
1.0
11.0
193.13
288.41
24.62
2275.0
1197.25
5071.22
0.0
0.0
1394.0
104772.0
61249.67
1.0
15.34
174.32
108.4
1790.0
13103.1
2.22
10313.82
241.2
568.43
8034.0
3271809.31
5875.25
132722.07
14605.5
134276.09
535.99
361.0
2505.0
10.0
42858.99
0.0
689.0
38.01
5091.55
69172.19
23.15
5967.0
167590.66
653.93
13115.0
541.09
29688.06
8109.0
1812.0
16.0
105398.08
0.0
90715.0
252.13
310.0
16.0
427.12
10.0
709.43
95.0
10847.11
0.87
149.0
7290.0
0.0
132.05
9650.0
7398.42
340.0
57.0
2401.0
119690.16
4678.17
114.0
11113.0
65.0
7025.09
52806.54
1.28
266.0
24332.0
1755.0
256.0
195361.11
35.0
4548.0
4035.0
130.0
566.36
1330.38
40.0
11082.0
226.0
161246.54
1848.0
142.53
175.0
8717.95
28539.41
246.58
38.24
5219.01
16090.0
31.51
62466.0
4864.11
115.96
1.14
0.0
6.24
565.0
0.0
1811.0
5051.0
0.0
335.43
81.0
26897.0
49.58
25.0
1206.13
0.0
2.73
133.0
501.0
251.0
50.0
100.0
4093.0
917.9
63805.0
4124.02
311.0
133.83
388.27
180.0
36.0
337.55
191.0
590.0
117.28
140.0
6837.98
26195.09
913.24
1700.26
64.0
93.58
11683.0
5.0
925.0
0.0
21.77
2527.99
25513.91
103.0
2001.75
0.0
36.23
3354.0
257438.21
201.0
1023.0
7009.0
4.78
77362.06
6950.0
204.0
40.0
101186.61
49657.84
2060.0
70787.09
11596.0
8736.0
15639.0
5822.0
5009.17
334.0
278.0
80.0
559.4
53.35
0.0
1945.38
640.2
229.36
17041.15
7230.02
196.06
41.0
2.0
939.9
1721.82
1777.54
3.17
85374.0
12241.0
140.0
500.0
1154.1
364993.32
372.0
267660.3
406979.14
581.0
25.0
60.0
13711.1
1341.97
6116.69
4543.48
36.0
23866.15
11464.17
16142.0
144.0
76412.88
20334.41
4.0
14.0
19.88
2909.0
429.17
12683.57
86.0
2473.41
6767.0
515.0
4320.16
1536.03
82.0
133.89
164589.87
2562.86
2083.77
697.0
1130.46
20630.49
1615.0
5591.0
479.49
30126.0
119.0
51.0
1525.0
239.6
13610.0
28034.78
14339.0
1372.0
600.82
446.0
100.09
1890.0
154.0
3943.29
57.15
9514.23
74889.79
4909.0
6.0
128.58
37939.71
192.58
11.0
51.0
284.28
115.87
3076.38
234154.49
28806.45
187865.55
2363.43
11.0
15076.0
25.52
524.15
3465.11
144.46
5300.0
23453.4
35.0
881.0
20.0
64.4
68.12
36.0
103.0
2784.5
1049.0
255.82
5214.02
154.0
14.95
4187.0
52931.03
4556.0
2821.97
6205.73
910.03
497.04
52725.43
696.38
71.0
1.23
21.0
23971.33
615.0
1046.0
8135.64
2356.89
25.0
25810.2
2217.33
810.0
23233.29
45284.0
40.48
10890.0
6692.0
3493.66
29.61
215.0
44842.04
2495.94
5831.0
10194.74
63645.85
3929.0
11568.71
3715.0
2311.46
1532.0
1215.68
1.0
258.0
5900.0
6561.42
72.0
296.0
124.0
0.0
42323.11
367.0
13806.0
99.01
146739.14
908.0
1898.0
6700.0
8055.0
180.0
23.36
5638.0
240.0
637.0
151.62
3537.0
12.99
2094.98
89.0
165.0
8098.0
429715.49
675.61
4187.0
4727.0
32496.0
1.0
21.0
5271.27
284481.48
34804.28
518.95
230.88
39.0
85.74
6.0
7.82
4866.0
198.0
2.22
1014.0
39057.0
11073.85
110534.67
9295.0
1505.22
0.0
10237.0
1058.0
1645.65
7759.74
27.0
0.0
3743.0
702.0
120.0
14.91
511.0
1132.79
481.46
139063.19
689.0
3318.71
2039.75
5101.0
32157.67
112.0
71.0
668.93
1325.19
88001.29
38.0
2136.0
13200.24
23.77
309.65
6528.0
16.35
43.88
15084.01
370.0
1223.45
2632.0
1091.84
15883.77
2621.01
12.32
262.0
3440.0
65.33
32.0
676.17
96.0
6274.66
7128.0
0.0
32.01
0.0
0.0
39252.0
6221.0
159.0
93.11
3019.0
665.98
3492.0
0.0
881.59
2178.31
13985.69
12065.88
801.0
8060.23
5526.0
316.25
10.0
3843.0
8216.45
2.0
6.0
1.51
61.0
8669.23
0.0
0.0
15624.24
40.0
0.0
702.92
5095.0
19094.11
66447.42
242.0
13.61
34325.98
539.56
1.0
5611.73
2440.0
0.0
951.0
7333.43
15.83
0.0
3026.0
35019.3
196.11
146.0
536.57
5370.0
39.38
0.0
15.0
781.0
125.0
25209.0
12257.62
31272.92
796.0
3710.0
115.0
15519.0
1453.48
31234.22
11.44
180.09
29.0
60027.0
19696.0
2746.93
10149.1
3678.0
2245.0
143.0
9302.89
90.0
152.0
97550.17
12592.55
909.11
527.0
649.25
129.23
80.0
199.69
281.99
6864.0
390.04
41302.33
6146.0
7.0
0.0
12.2
70.0
30943.88
13003.08
1240.04
411.0
105797.71
1.0
0.73
3739.0
370.28
1.0
50489.68
5032.0
0.0
410.0
1745.0
328.0
47074.0
60048.92
1368.0
346.04
22612.0
10585.0
969.88
0.94
4866.65
542.0
1.28
9764.32
12.33
11.0
40.0
125.0
72.16
21.27
11350.89
1288.0
11580.33
40.0
26451.31
973.23
57366.55
